Name,Birth Date,Phone Number,Own House,Country,Zip Code,Year,Time,Longitude,Latitude
Joseph Trujillo,1992-05-31,(01632)960713,NO,Peru,19297,2012,01:02:05,95.918295,44.886682
Kiara Taylor,1972-06-28,(0306) 999 0699,NO,Andorra,89027,1980,03:04:02,-84.994485,-31.3230685
Christine Crawford,2017-11-01,+44(0)114 4960845,YES,Niger,30190,2019,23:12:24,-127.868321,-46.679435
Justin Brooks,2010-01-24,+44(0)306 999 0678,YES,New Caledonia,52754,2011,21:40:53,-28.614435,31.9136635
Daniel Adams,1974-10-13,+4420 7496 0903,NO,Denmark,55534,1982,08:36:38,173.311769,83.3954955
Tyrone Gordon,2004-04-30,(020) 7496 0214,YES,Lesotho,98960,1976,05:37:58,-99.042630,28.7930015
Aaron Estes,2011-04-09,01614960688,NO,New Caledonia,20955,1989,17:42:15,-7.507690,-18.092175
Casey Gonzales,1973-08-12,(0118) 4960336,YES,Fiji,34276,1989,05:59:36,-95.646883,-12.372944
Darrell Thompson,2020-11-07,(0114) 496 0227,YES,Nicaragua,86401,2003,07:42:51,-156.745684,59.2614795
Jennifer Barnes,1999-05-05,+44(0)1914960284,NO,Turkey,92176,2011,14:06:43,-19.292945,29.030128
Tina Lopez,2000-10-15,+4428 9018 0255,NO,Albania,96809,1996,06:37:16,55.823215,77.986766
Susan Todd,1994-08-15,(0121) 496 0533,NO,Norfolk Island,33419,1987,23:21:41,-150.981654,-64.3495235
David Wright,1980-02-04,+44(0)131 4960538,YES,South Africa,69987,1999,05:41:39,13.575300,-3.2630885
Aaron Erickson,1979-05-23,(0151) 496 0337,NO,Western Sahara,21584,1993,18:32:48,-134.486345,-17.696510
Ronald Keller,2009-01-06,+441632 960 322,NO,Iraq,49903,2020,02:26:59,-88.965319,-11.163322
Laura Mitchell,2013-06-13,+44306 999 0308,NO,Malta,92540,1999,22:51:22,-101.897444,16.950981
Robert Mcknight,2018-03-09,+44(0)29 2018557,NO,Slovenia,99008,1996,14:53:57,-30.179827,88.1973065
Leah Ortiz,1971-08-06,+44(0)121 496 0197,YES,Ghana,51828,1996,19:44:19,38.817784,5.9542095
Jessica Johnson,2009-10-24,+44(0)28 9018 0118,YES,Peru,84358,2006,01:48:40,-1.356682,-4.6479975
Ryan Cannon,1980-08-26,(020)74960783,NO,Micronesia,50180,2017,01:01:09,-59.462025,69.8244775
Brent Le,2017-01-15,+44(0)1514960225,NO,Gabon,15024,1996,20:57:19,-37.823601,-74.111919
Jason Schroeder,1971-06-04,(0909) 879 0738,NO,Hong Kong,61298,2002,00:35:28,30.069765,10.0584395
Troy Williams,1984-05-27,+441144960569,YES,Slovenia,87104,1982,01:43:10,82.808113,-83.6102235
Cynthia Smith,2013-06-18,(029)2018619,NO,Somalia,73149,2009,22:12:34,-41.611387,41.218330
Nicholas Gray,1994-04-29,08081570425,YES,Heard Island and McDonald Islands,52044,1993,16:35:23,17.721772,-86.1846325
Wyatt Reyes,1974-06-19,(0151) 4960834,NO,United States Minor Outlying Islands,05537,2020,02:41:35,-103.104923,-5.832114
Sierra Wright,1977-09-16,+44909 8790301,NO,Malta,28185,2014,12:54:00,59.647999,87.698619
Joseph Long,2000-10-02,0114 496 0005,YES,Mali,64320,1970,00:20:08,-115.940495,44.880776
Dr. Kimberly Obrien,1987-01-06,+44191 4960454,YES,Benin,90823,1978,13:54:26,-151.687710,36.0243635
Robert Lee,1999-05-12,+4420 7496 0828,NO,Tajikistan,60043,1978,12:30:16,47.936120,-77.838330
Jane Gamble,1990-04-04,(01632) 960 997,YES,Qatar,58600,2011,16:23:50,100.035716,50.8420315
Crystal Myers,1982-02-04,(0808)1570310,YES,Lebanon,98464,2018,05:53:16,-52.822427,47.1809825
Jeffrey Smith,1983-06-01,(0191) 496 0501,NO,Andorra,62509,1974,01:22:11,-13.919811,20.171239
Walter Obrien,1995-02-06,+44(0)1632 960 618,YES,Samoa,31055,2001,10:11:04,166.885336,65.197733
Larry Gonzalez,2019-08-02,+44(0)116 4960340,NO,Bouvet Island (Bouvetoya),65863,2005,08:34:57,-64.045105,-80.038043
Joseph Thompson,1984-02-14,01174960472,YES,Netherlands Antilles,44163,1984,01:21:17,135.990257,66.663341
Diana Williams,2019-02-23,+44(0)1314960461,YES,Palau,35997,1992,03:19:19,-67.773128,-80.3967625
Dr. Donald Russell Jr.,2014-07-20,(0151) 4960321,NO,Central African Republic,03536,1996,04:14:59,37.690791,-11.914347
Cheryl Peterson,1990-11-04,+44(0)117 4960497,NO,Vanuatu,60131,1983,07:12:50,74.391609,2.8710805
Brett Adams,1995-02-01,+441632960437,YES,Sweden,99264,1999,07:23:42,72.786584,-24.674320
Troy Jones,1994-06-28,+44141 496 0438,NO,British Indian Ocean Territory (Chagos Archipelago),19262,1982,13:05:21,-131.372762,22.3830995
Jesse Little,1979-01-01,0289018503,NO,Benin,12996,2002,19:25:20,-74.586510,16.854237
Adrian King,1997-07-30,+44191 496 0921,NO,Thailand,73898,1981,19:16:31,-164.936216,7.416674
Richard Cook,2005-08-08,+44306 9990561,NO,Togo,57882,2012,14:07:43,-41.564832,-3.5286925
Angela Snyder,1996-08-09,(0131)4960801,NO,Armenia,43387,1981,14:39:12,-45.178503,32.3545065
Theresa Sharp,1978-10-13,+44306 999 0802,YES,Thailand,10570,2018,00:57:08,115.904870,-28.092576
Sarah King,1984-12-29,+44(0)117 4960251,YES,Philippines,28086,1987,21:59:30,6.186047,34.970728
James Marshall,2008-04-10,0113 496 0881,YES,Argentina,66241,1996,17:06:32,-105.766853,-40.0020985
Amanda Richardson,2002-12-19,+44116 4960417,NO,Armenia,06923,1985,00:20:18,138.734545,4.1509355
Timothy Davidson,1972-09-15,+44(0)115 496 0991,YES,Ireland,74438,1990,16:45:10,-79.340639,24.6315005
Stephanie Rodriguez,2020-04-21,+443069990344,NO,Malta,17720,2004,08:58:58,-41.397359,75.135594
Karen Johnson,1990-11-18,+4429 2018 0361,NO,Montenegro,99221,2003,00:33:53,-55.478522,87.9418845
Jacob Carter,2005-11-19,+44116 496 0082,YES,United Arab Emirates,92707,1975,05:10:13,-0.568428,-45.777856
Michael Torres,2014-06-24,+441144960832,NO,Estonia,49504,1996,23:39:33,150.425045,64.713816
Richard Small,2018-10-08,+44(0)161 496 0349,YES,Congo,97822,1988,15:33:20,173.204436,-31.4803175
Michael Carlson,2012-03-31,+44121 496 0008,NO,Nicaragua,31920,2020,05:23:41,-147.884985,-22.2793285
Pamela Burton,2013-12-12,+441514960908,YES,French Guiana,67991,2004,12:29:22,-162.679189,37.451018
Nicole Turner,1984-02-08,01614960081,NO,Mexico,70471,2013,13:44:21,-99.477874,87.7033735
David Wallace,2009-08-31,(0121) 4960556,NO,Andorra,24186,1998,06:19:28,-29.027198,56.471346
Kristin Little,2009-07-08,+44292018570,YES,Latvia,27202,1984,11:03:15,163.184386,-53.884208
Thomas Alvarez,1982-04-02,+44(0)151 496 0006,NO,Guatemala,47101,1974,15:57:18,-136.687977,61.736105
Steven Powell,1972-06-02,(028) 9018 0720,YES,Nicaragua,31137,1975,18:14:54,89.172790,52.9498005
Amy Wells,1999-12-28,+44131 496 0657,YES,Papua New Guinea,33349,2001,08:31:34,-175.820498,-43.705670
Michael Hernandez,1994-11-02,+44(0)1514960320,NO,Cameroon,98789,2012,06:57:38,-42.186550,75.5329325
Bradley Clark,1984-10-02,+448081570190,NO,Belize,38086,1992,15:22:45,19.615304,48.7438305
Amy Hickman,1980-05-19,(0808) 157 0603,YES,Sao Tome and Principe,61310,1977,20:44:03,-107.500596,-56.6019615
Kyle Williams,1990-04-30,(0191) 496 0668,NO,Botswana,32942,1971,11:44:42,-34.269132,81.4706735
Mary Thomas,2012-03-27,+44909 8790840,NO,Barbados,22365,2017,08:17:37,41.986982,-1.131691
Karen Allen,1972-07-25,0909 879 0211,YES,Timor-Leste,19648,2013,20:08:32,-169.138307,81.0873135
Nicholas Perez,2011-10-22,(0116) 4960913,NO,Central African Republic,45932,2002,20:15:09,-53.094699,71.3710005
Samantha Lopez,1990-05-05,0113 4960800,YES,Oman,73634,1999,13:25:02,102.329198,-62.6329295
Charles Lynch,1998-06-14,(0808) 1570155,NO,Dominica,92436,1983,09:58:54,-112.771384,-68.818325
Christian Moyer,1981-07-20,+44(0)306 9990408,YES,Guernsey,17155,1986,18:25:51,-114.605165,5.4171735
Mr. Willie Kemp,1990-03-03,+44118 496 0585,NO,Germany,18194,1999,22:19:00,64.275367,72.848611
Michael Williams,2009-11-10,+44114 496 0232,NO,Nigeria,33718,1976,18:16:03,97.360871,28.905797
Karen Kennedy,2011-01-19,+4420 7496 0636,YES,Cape Verde,27820,1981,14:05:53,13.384039,-4.8958505
Robert Chang,1970-11-19,(0117)4960537,YES,Lebanon,03256,2020,03:03:01,-36.622196,22.7064565
Richard Potts,1974-04-30,+44306 9990848,NO,Micronesia,89223,1983,11:58:35,108.076938,-51.542296
Brandi Smith,2019-01-16,+44808 157 0196,YES,Guinea,22538,1991,23:02:10,-42.575375,87.0808555
Jeffrey Miles,1982-08-27,0292018069,YES,Togo,56087,1972,02:35:46,-71.186173,65.592896
Jeremiah Rubio,2013-01-05,(0191) 496 0321,NO,Maldives,90174,2015,22:56:12,-100.051508,20.805883
Alexander Woods,1971-03-24,(0121) 4960636,YES,Yemen,14874,2000,04:36:41,25.104344,40.5064755
Robert Mason,1977-12-03,0121 4960312,YES,Saint Pierre and Miquelon,13748,1975,21:43:51,149.304805,21.9060055
Valerie Huynh,2008-04-21,0151 4960737,NO,Guatemala,42364,2013,12:10:47,128.382297,-38.908304
Sara Evans,2006-05-22,0114 496 0918,YES,Rwanda,78013,2000,01:39:01,-9.059340,-11.9347325
Michelle Wilkins,2014-05-10,0131 4960825,NO,French Polynesia,27146,1992,16:48:14,34.809982,-59.1941305
Casey Hill,2009-10-23,+44151 4960853,YES,Hong Kong,17446,1987,00:11:29,-1.811382,46.5787495
Jacqueline Davis,2003-05-02,(0808)1570660,NO,Ethiopia,92877,1995,20:26:24,111.140202,-70.736382
Lisa Young,2020-12-24,+44(0)808 1570736,NO,San Marino,18483,1973,14:09:36,36.044520,46.913511
Erica Nelson,2009-04-25,+44(0)121 4960529,YES,Greece,33531,2012,19:29:32,93.511960,-9.317573
Jamie Love,2009-11-02,+44(0)1214960884,YES,Panama,86758,1990,13:33:50,-137.299159,-6.0625695
Joshua Rose,1984-11-19,(0121) 4960677,YES,Liechtenstein,97471,1980,09:06:33,161.434589,12.2953835
Michael King,2016-09-07,01154960931,YES,Sudan,07874,2002,10:26:16,-169.497044,62.0685815
Stephanie Smith,2020-04-05,(0306) 9990308,NO,Guatemala,83019,1981,08:41:45,-114.992617,-25.852468
Kayla Reynolds,1985-08-10,0141 496 0394,NO,Philippines,26667,1978,18:41:21,68.913321,88.675081
Allison Melton,1994-08-05,+44(0)118 4960038,NO,San Marino,69912,1971,07:57:16,-32.799845,73.790546
James Sheppard,2007-01-05,+441414960613,NO,Holy See (Vatican City State),90068,1976,17:48:36,108.972759,-52.6876145
Tyler Williams,1971-06-16,+44(0)1214960926,YES,Gibraltar,12177,1985,03:01:14,-55.537100,10.0154925
Jacqueline Reed,1998-12-22,+44113 496 0951,NO,Montserrat,55687,1987,05:58:20,133.071299,79.366141
Melissa Nguyen,1994-10-24,+4429 2018 0039,NO,Vanuatu,26359,1984,02:28:38,-78.423097,74.0490625
Jacqueline Maxwell,2019-12-05,(0151) 496 0373,NO,Albania,44808,2006,01:43:46,-66.714399,-43.886030
Victor Kennedy,1982-03-01,(0115) 4960040,YES,Iceland,93513,1978,17:09:29,-124.868465,-30.198311
Sarah White,1986-04-09,(0118) 496 0289,NO,Ireland,72695,1984,01:17:18,166.697705,45.7676085
Trevor Hall,2007-01-05,+44306 9990696,YES,Andorra,72516,1977,01:50:21,-104.419050,-59.548084
Christopher Schultz,2005-09-15,(0116)4960306,NO,United Arab Emirates,56641,1993,00:43:34,161.027096,-63.600975
Jillian Franco,1976-09-09,(0115) 496 0473,NO,Faroe Islands,78218,2001,11:51:16,120.280964,58.9197305
Daniel Spears,2014-12-12,(0191) 4960718,NO,Somalia,30259,2007,09:45:55,-100.266599,-2.3754695
Ronald Ford,2006-05-19,+44(0)8081570399,YES,Slovakia (Slovak Republic),06184,1978,15:40:59,-87.367488,50.7752145
Christine Ramsey,1975-02-10,+44(0)8081570044,NO,Oman,30554,1975,23:04:50,113.516599,24.163245
Dawn Jimenez,2004-05-13,+44(0)131 4960847,YES,Slovakia (Slovak Republic),37073,1999,20:50:48,93.177597,18.476475
Kirk Clark,2007-09-18,0191 498 0502,NO,Trinidad and Tobago,32349,1996,11:47:05,-88.090106,15.558013
Sabrina Bishop,2019-09-01,(0113) 496 0903,NO,Bolivia,64421,1978,15:16:27,17.231468,8.846607
Jasmine Hall,2005-11-20,+44141 496 0695,YES,Saint Helena,43226,1986,05:43:05,20.257167,-83.329521
Mrs. Elizabeth Hunter,1974-04-20,01134960764,NO,Brunei Darussalam,89944,2013,05:29:37,65.306980,-52.897487
Tristan Williamson,2012-07-10,(0117) 4960564,NO,San Marino,19590,2006,13:08:59,-174.428801,59.2215245
John Smith,2001-10-22,+44161 496 0040,NO,Cape Verde,85005,2009,01:23:13,70.824006,-17.644370
Richard Haley,1980-10-19,+441414960248,YES,United Arab Emirates,89482,1987,08:04:26,-176.299519,23.1554735
Margaret Mckenzie,2009-07-18,+441914960124,NO,Saudi Arabia,36765,1976,13:36:47,160.684242,-51.8146035
Sara Cardenas,2015-01-24,+44(0)20 7496 0314,NO,Mali,82392,2019,16:10:33,19.853086,-77.937857
Amanda Hansen,1993-07-29,+441134960252,NO,Kuwait,42918,1993,09:30:40,176.377201,42.859069
Ashley Lambert,1982-12-17,0151 496 0442,YES,United States Virgin Islands,27061,1984,08:46:23,178.460162,65.4561585
Julie Murray,2007-01-23,+44(0)29 2018 0178,YES,Saint Vincent and the Grenadines,14526,2001,10:58:15,-167.207176,-60.264075
Jacob Richard,2010-10-08,+44(0)909 8790714,YES,Australia,27269,2011,06:53:35,-57.066441,-39.149362
Jason Davis,1983-07-03,(0115) 4960156,YES,Belgium,28788,2011,18:12:44,-115.938715,-42.8022515
Jennifer Stevens,2014-03-01,0117 496 0161,YES,Guam,35313,2017,14:43:47,-143.698831,-79.9455045
Gary Bailey,2019-08-07,+44(0)9098790130,YES,Guinea-Bissau,23094,1980,12:02:25,-16.715128,-26.2256855
Jason Krueger,1996-01-31,01632 960 195,YES,Faroe Islands,77181,1986,12:41:43,-81.212447,-51.073855
Amber Thompson,2016-02-24,0131 4960789,NO,Norway,73720,2016,05:11:44,56.410497,-77.992743
Marc Golden,1995-05-19,0909 879 0395,YES,Norfolk Island,98976,2002,11:05:21,157.961014,-10.3238685
Andre Avery,1981-06-02,(0306) 9990858,YES,Burkina Faso,31006,1997,08:26:28,-54.646020,-50.587724
Misty Rowe,1986-01-11,09098790312,YES,Gambia,34744,2000,10:52:58,85.234301,55.5532635
Jared Williams,2016-05-23,+441914960330,NO,Western Sahara,76418,1982,11:47:22,-8.357160,-13.0708945
Larry Davidson,1980-06-06,+441632960313,YES,Libyan Arab Jamahiriya,98330,2006,22:35:57,-140.164725,18.357351
Veronica Jones,1994-12-04,01632960455,NO,Netherlands Antilles,02251,1972,19:32:06,22.223451,23.610940
Dr. Brandi Morris,1979-06-19,+44(0)3069990832,NO,Georgia,40617,2009,06:07:17,7.213119,-65.3587915
Phillip Gould,1988-04-24,(0117)4960176,NO,United Arab Emirates,53705,1997,05:48:42,130.178460,59.636066
Christina Elliott,1993-06-24,(029) 2018 0859,NO,Macedonia,24139,1999,07:57:26,-11.760313,-32.205716
Amanda Murray,2011-12-01,+441144960134,YES,Andorra,05933,2018,20:30:23,-164.365383,50.2672455
Sierra Smith,1983-08-07,+44131 4960123,YES,French Guiana,77473,1991,02:24:06,21.848214,-63.2735675
Laura Stephens,2013-07-24,(0306) 9990617,NO,Montenegro,08701,1989,18:11:38,-5.964491,88.526790
Angela Davenport,1990-04-18,0306 9990936,NO,Namibia,63826,1998,13:44:13,-126.027751,28.7716185
Teresa Hayes,2009-04-12,+44(0)161 4960152,YES,Tajikistan,26594,1974,09:53:39,-19.661601,33.885404
Lacey Duke,1974-07-10,(0306) 9990898,YES,Poland,77399,1986,12:09:11,63.596524,28.106875
Christina Shaw,1973-03-23,+441144960482,YES,French Southern Territories,87294,2010,05:40:18,-106.191971,87.7619155
Molly Levine,2007-12-18,0131 4960528,YES,Bahrain,15951,1988,08:50:16,174.663087,42.168006
Heather Browning,1981-05-09,(020) 74960176,YES,Trinidad and Tobago,91843,1980,18:58:07,-154.547315,-27.978383
Timothy Espinoza,1982-08-24,(0151)4960032,YES,Nicaragua,09173,2010,17:04:15,-99.256244,52.6523725
Chelsea Raymond,2020-02-15,(0118) 4960501,YES,Ghana,53257,1972,23:46:55,149.403790,-40.646946
John Middleton,2005-09-11,(0141) 4960541,YES,Mozambique,07820,2001,07:54:18,-169.401985,-6.0010595
Crystal Mason,1978-02-09,(0306) 999 0385,NO,Bahamas,42347,1996,21:00:32,125.862722,-37.844725
Michael Fuller,1970-03-22,+44(0)1632 960866,NO,British Virgin Islands,42583,1981,09:09:02,-176.218792,9.059933
Sandra Jackson,1997-09-12,+44(0)292018230,NO,Tokelau,73647,1987,18:52:09,-97.633430,-30.6406425
Alexandra Cole,1992-07-15,(0306) 9990662,YES,Jordan,40826,1995,00:02:27,-10.163297,87.250665
Heidi Mcdaniel,2000-03-13,0161 4960396,NO,Bangladesh,86244,2020,14:27:11,-77.294808,-39.742976
Jennifer Robertson,2003-07-10,+44(0)113 496 0193,YES,Kazakhstan,92801,1974,04:21:43,-141.176776,-69.3651175
Terry Richards,1974-11-28,+44116 4960079,YES,Gibraltar,68205,1984,21:07:16,-88.752384,-79.4432135
Marissa Martin,2008-04-07,+44(0)306 999 0376,YES,Madagascar,31924,1996,10:19:23,-139.314882,-2.896642
Jessica Norton,1986-12-23,01414960456,YES,Afghanistan,21047,2005,06:24:58,170.883814,-13.3125345
Randy Williams,1992-10-25,0141 496 0554,NO,Macao,89725,2017,03:59:38,-159.912281,44.1056405
Michael Peck,1998-07-01,(0909) 879 0094,NO,Montenegro,07442,1985,05:40:29,-24.814042,10.947646
Megan Morgan,1992-10-01,(0909)8790575,NO,Spain,21013,2010,05:53:00,-44.501327,24.5660875
Sarah Anderson,2006-07-20,+4420 7496 0099,YES,Hungary,39124,1971,07:54:15,-7.934771,-40.6321755
Elizabeth Martinez,1983-02-27,(0808) 157 0738,YES,Germany,95440,1973,13:48:27,-153.460346,58.295304
Joseph Sosa,2016-12-07,(028) 9018537,NO,Martinique,46436,2021,18:26:48,-94.304762,29.117197
Austin Jarvis,2005-07-27,+44(0)121 4960020,YES,Russian Federation,78961,1997,14:15:54,12.216086,-13.427666
Christina Evans,1986-11-16,+44(0)1632 960842,YES,Haiti,52430,1982,04:27:59,119.258418,-57.2116795
Louis Riley,1998-12-31,(0191) 4960115,NO,Aruba,76839,1997,04:15:19,-135.906594,41.1610615
Nathan Gray,1993-02-16,(0121)4960624,YES,Mongolia,55673,1985,04:55:16,151.294685,84.842346
Deborah Simpson,1995-01-15,01514960037,NO,Monaco,91417,2018,13:32:58,-85.522750,80.1478695
Danielle Delgado,1976-03-06,(028) 9018 0274,YES,Malawi,06037,2006,09:34:49,104.838756,66.2299225
Joseph Butler,1995-08-08,+4428 9018 0575,YES,Iran,02300,1975,13:12:21,72.939036,74.0627295
John Norton,1980-09-30,0115 496 0895,YES,Solomon Islands,64656,1992,18:37:38,-123.293167,8.2466135
Devin Boone,2010-02-12,(0306)9990553,NO,Qatar,24895,2015,18:37:38,-23.871906,-3.5098685
Kayla Williams,2016-05-14,+441214960039,NO,Burkina Faso,03258,2000,21:54:58,-108.844619,75.7159865
Wendy Huynh,1982-03-18,(0131)4960293,YES,Isle of Man,46202,1980,16:21:33,176.972291,-40.134576
Jeff Jackson,2009-12-07,+44(0)1314960873,NO,Mauritania,34880,1974,20:35:05,38.567541,-46.1535425
Andrew Moran,2010-02-17,(0131)4960071,YES,Palestinian Territory,30402,1979,03:08:48,68.277287,-36.484171
Stephen Copeland,2012-04-29,+443069990867,YES,Turkey,85557,1970,23:28:36,-104.700766,72.455684
Patrick Williams,2012-11-30,+44114 4960508,YES,French Polynesia,62606,1977,15:00:13,-135.038550,-33.8466785
David Smith DDS,1972-06-10,+44(0)116 4960825,NO,Vanuatu,52005,2015,00:36:21,-81.867345,55.8021145
Kristy Gonzalez,1982-04-13,0115 496 0091,YES,Palestinian Territory,65735,2018,18:23:09,176.174922,-32.7913365
John Torres,1998-01-07,(029)2018287,NO,Kenya,18904,1973,08:59:14,10.873004,-2.682524
Marvin Cherry,2015-09-09,+44116 496 0127,NO,Norway,15839,2000,14:35:42,81.225682,-59.598237
Richard Rios,1994-12-10,+44306 9990215,NO,Pakistan,95855,2017,02:17:00,-46.022573,-33.5987335
Michael Kent,1973-02-18,(0118)4960359,YES,Guatemala,11669,1982,09:04:10,73.822728,74.3498375
Lisa Carey,1976-08-02,(0808)1570114,YES,Israel,06269,2008,10:58:24,177.993080,-83.7733085
Matthew Harris,2003-06-24,(0131) 496 0658,NO,Azerbaijan,82521,1992,21:02:17,57.345142,77.7938285
Chelsea Mitchell,1986-10-03,+44(0)29 2018810,YES,Honduras,97539,1980,02:08:23,116.690655,-77.3980905
Adrienne Walker,2013-01-02,+441314960296,NO,Italy,80721,1995,00:36:57,76.797281,-83.7788615
Jessica Bailey,1994-12-01,+441164960340,YES,Colombia,50738,1994,05:26:26,143.042569,-47.689549
Gary Butler,1994-01-27,+44(0)131 496 0768,YES,Slovakia (Slovak Republic),43762,1972,02:19:36,-117.234832,-75.728116
Mark Vargas,1996-08-21,+44(0)909 879 0774,NO,Solomon Islands,74281,1978,01:41:22,14.132504,54.028615
Rebecca Davenport,1978-12-30,0289018748,YES,Heard Island and McDonald Islands,06751,1975,02:25:39,156.258500,-53.2320325
James Williams,1983-12-20,029 2018244,NO,Guadeloupe,48152,1979,18:31:22,110.431354,79.777618
Phillip Murray,2018-02-06,+44909 879 0373,NO,Western Sahara,80215,1982,08:49:20,46.959345,-11.176615
Danielle Neal,2013-10-28,+441144960150,YES,Indonesia,06812,2009,19:28:15,22.222826,64.795354
Mary Hall,2018-06-09,(0116) 496 0608,NO,Oman,65633,1987,02:43:57,-118.297917,-57.8011675
Mary Baker,2006-08-23,+44909 879 0238,YES,Costa Rica,70841,1975,12:14:35,-62.887715,41.5748305
Leslie Diaz,1974-02-16,(0121)4960583,NO,Bangladesh,24565,2018,16:17:31,168.993770,-62.085919
Joshua Valentine,2000-06-08,+44115 496 0897,YES,Nauru,41945,1984,06:19:36,-59.298846,21.435432
Debbie Bell,1981-01-04,+44(0)114 4960665,YES,Cameroon,02018,1973,16:44:44,-121.710974,74.918677
Alexander Stevenson,2001-11-30,01144960272,YES,Isle of Man,04596,1999,15:59:06,123.677018,80.833959
Gary Valencia,2005-02-24,(029) 2018923,NO,Yemen,53032,2014,09:23:14,176.223919,30.687054
Amanda Smith,1972-10-09,+44(0)115 496 0506,NO,Nigeria,83769,1983,02:25:50,153.820352,-33.0526205
William Smith,1975-05-28,+441914960812,NO,Tokelau,44895,1982,09:37:27,53.094221,85.8195705
Leah Stephenson,2017-03-27,(0151) 4960033,YES,Latvia,45636,1983,04:25:40,70.145910,41.6073265
Jane Wolf,1995-05-08,0161 496 0138,NO,Aruba,79813,1988,13:54:38,90.734486,-41.7690895
Krystal Andrade,1971-01-21,+44808 157 0018,YES,Dominican Republic,18570,1999,02:51:38,-20.205593,49.5842105
Bradley Vance,2010-04-07,+44289018938,NO,Kyrgyz Republic,14278,2015,00:10:36,157.351175,59.7312155
Jeff Bowen,1979-11-11,0808 157 0877,YES,Switzerland,16990,2008,19:10:33,-179.668151,15.625008
Carl Gibson,1986-01-12,+44(0)121 4960750,YES,Vanuatu,44950,2009,10:33:13,-50.781440,-26.590867
Louis Walker,2001-06-07,(028) 9018868,YES,Sao Tome and Principe,51136,2007,02:24:17,-177.468871,72.434453
Jeffrey Soto,2010-10-04,(0306)9990021,NO,Afghanistan,75810,1981,04:37:35,163.684243,81.650716
Matthew Hernandez,1975-05-23,+44(0)116 496 0368,YES,Suriname,83158,2012,17:08:27,69.908980,-15.141661
George Orr,1980-10-16,+44(0)29 2018 0095,NO,Antarctica (the territory South of 60 deg S),55462,2015,23:38:22,-84.521058,2.7830955
David Hurst,1977-09-11,+44(0)1164960337,YES,Togo,91064,2007,09:28:52,-168.679749,67.811247
Mark Frost,1972-02-04,+44(0)151 4960906,NO,Thailand,70274,1987,01:21:21,63.055866,-80.305321
Janice Rich,2017-12-26,+44121 496 0943,YES,Spain,15238,1996,03:51:15,66.140583,-37.023568
Lisa Ross,2006-11-10,0289018392,NO,Mozambique,62328,2007,17:25:44,178.795258,-55.9364625
